product_name,category,product_type,brand,color,size,material,price,discount,rating,stock,occasion,date,description
Zara Analog Watch,Watches,Analog Watch,Zara,Red,Free,Denim,5236,35,4.6,49,Formal,2024-06,"Zara Analog Watch made of Denim, suitable for formal wear."
H&M Laptop Bag,Bags,Laptop Bag,H&M,Red,Free,Leather,8383,50,3.5,119,Travel,2024-11,"H&M Laptop Bag made of Leather, suitable for travel wear."
Zara Trousers,Pants,Trousers,Zara,White,L,Leather,9336,6,4.7,121,Formal,2024-12,"Zara Trousers made of Leather, suitable for formal wear."
Fossil Jeans,Pants,Jeans,Fossil,White,M,Leather,764,16,3.7,174,Travel,2024-02,"Fossil Jeans made of Leather, suitable for travel wear."
H&M Digital Watch,Watches,Digital Watch,H&M,Grey,Free,Polyester,780,30,4.9,121,Casual,2024-01,"H&M Digital Watch made of Polyester, suitable for casual wear."
Tommy Hilfiger Linen Shirt,Shirts,Linen Shirt,Tommy Hilfiger,Brown,L,Cotton,8481,29,4.0,182,Sports,2024-07,"Tommy Hilfiger Linen Shirt made of Cotton, suitable for sports wear."
Levis Running Shoes,Footwear,Running Shoes,Levis,Green,Free,Denim,2742,7,4.6,31,Casual,2024-02,"Levis Running Shoes made of Denim, suitable for casual wear."
Nike Joggers,Pants,Joggers,Nike,White,S,Denim,1882,33,3.6,50,Party,2024-02,"Nike Joggers made of Denim, suitable for party wear."
Levis Sling Bag,Bags,Sling Bag,Levis,Grey,Free,Canvas,1222,35,3.2,124,Travel,2024-03,"Levis Sling Bag made of Canvas, suitable for travel wear."
Tommy Hilfiger Backpack,Bags,Backpack,Tommy Hilfiger,Green,Free,Polyester,8718,31,4.6,194,Casual,2024-02,"Tommy Hilfiger Backpack made of Polyester, suitable for casual wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Black,Free,Leather,7653,29,3.6,120,Formal,2024-08,"Tommy Hilfiger Analog Watch made of Leather, suitable for formal wear."
Tommy Hilfiger Linen Shirt,Shirts,Linen Shirt,Tommy Hilfiger,Brown,L,Leather,1782,18,4.2,28,Party,2024-10,"Tommy Hilfiger Linen Shirt made of Leather, suitable for party wear."
Puma Sandals,Footwear,Sandals,Puma,Red,Free,Cotton,2423,35,3.6,31,Party,2024-12,"Puma Sandals made of Cotton, suitable for party wear."
H&M Casual Shirt,Shirts,Casual Shirt,H&M,Blue,S,Denim,9796,21,3.3,86,Sports,2024-05,"H&M Casual Shirt made of Denim, suitable for sports wear."
Puma Jeans,Pants,Jeans,Puma,Blue,XL,Denim,6280,49,4.8,97,Sports,2024-03,"Puma Jeans made of Denim, suitable for sports wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Green,Free,Denim,7938,25,4.0,42,Sports,2024-10,"Fossil Digital Watch made of Denim, suitable for sports wear."
Tommy Hilfiger Formal Shoes,Footwear,Formal Shoes,Tommy Hilfiger,White,Free,Denim,7317,30,3.1,14,Travel,2024-02,"Tommy Hilfiger Formal Shoes made of Denim, suitable for travel wear."
Fossil Casual Shirt,Shirts,Casual Shirt,Fossil,Grey,L,Cotton,2364,20,4.7,101,Party,2024-07,"Fossil Casual Shirt made of Cotton, suitable for party wear."
Adidas Analog Watch,Watches,Analog Watch,Adidas,White,Free,Polyester,1930,9,4.5,153,Sports,2024-12,"Adidas Analog Watch made of Polyester, suitable for sports wear."
Nike Joggers,Pants,Joggers,Nike,Red,XL,Canvas,8594,40,3.9,70,Party,2024-11,"Nike Joggers made of Canvas, suitable for party wear."
H&M Jeans,Pants,Jeans,H&M,Brown,S,Canvas,6352,6,3.1,158,Casual,2024-12,"H&M Jeans made of Canvas, suitable for casual wear."
Adidas Joggers,Pants,Joggers,Adidas,Black,XL,Polyester,8472,20,4.0,198,Travel,2024-03,"Adidas Joggers made of Polyester, suitable for travel wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Green,M,Leather,3494,45,3.8,197,Party,2024-06,"Adidas Formal Shirt made of Leather, suitable for party wear."
Tommy Hilfiger Running Shoes,Footwear,Running Shoes,Tommy Hilfiger,Blue,Free,Polyester,2311,44,3.8,38,Travel,2024-05,"Tommy Hilfiger Running Shoes made of Polyester, suitable for travel wear."
Tommy Hilfiger Laptop Bag,Bags,Laptop Bag,Tommy Hilfiger,Grey,Free,Denim,2568,40,3.3,137,Casual,2024-10,"Tommy Hilfiger Laptop Bag made of Denim, suitable for casual wear."
H&M Digital Watch,Watches,Digital Watch,H&M,Blue,Free,Denim,8850,50,4.2,193,Formal,2024-07,"H&M Digital Watch made of Denim, suitable for formal wear."
Zara Digital Watch,Watches,Digital Watch,Zara,Blue,Free,Canvas,2304,27,3.7,89,Casual,2024-04,"Zara Digital Watch made of Canvas, suitable for casual wear."
Tommy Hilfiger Analog Watch,Watches,Analog Watch,Tommy Hilfiger,Blue,Free,Polyester,8799,26,4.2,164,Casual,2024-03,"Tommy Hilfiger Analog Watch made of Polyester, suitable for casual wear."
Puma Formal Shoes,Footwear,Formal Shoes,Puma,Red,Free,Cotton,3221,16,4.9,32,Sports,2024-11,"Puma Formal Shoes made of Cotton, suitable for sports wear."
Zara Laptop Bag,Bags,Laptop Bag,Zara,Grey,Free,Cotton,6710,29,3.0,140,Formal,2024-07,"Zara Laptop Bag made of Cotton, suitable for formal wear."
Zara Smart Watch,Watches,Smart Watch,Zara,Blue,Free,Leather,4742,43,3.4,68,Formal,2024-09,"Zara Smart Watch made of Leather, suitable for formal wear."
H&M Joggers,Pants,Joggers,H&M,Grey,M,Polyester,9248,48,4.0,111,Travel,2024-12,"H&M Joggers made of Polyester, suitable for travel wear."
Fossil Casual Shirt,Shirts,Casual Shirt,Fossil,Green,S,Denim,3433,34,4.9,68,Casual,2024-10,"Fossil Casual Shirt made of Denim, suitable for casual wear."
Zara Digital Watch,Watches,Digital Watch,Zara,White,Free,Cotton,4835,22,4.0,170,Casual,2024-05,"Zara Digital Watch made of Cotton, suitable for casual wear."
Fossil Sandals,Footwear,Sandals,Fossil,Green,Free,Leather,1487,45,4.6,71,Sports,2024-03,"Fossil Sandals made of Leather, suitable for sports wear."
Adidas Formal Shoes,Footwear,Formal Shoes,Adidas,Brown,Free,Cotton,8962,17,4.6,91,Sports,2024-03,"Adidas Formal Shoes made of Cotton, suitable for sports wear."
Levis Joggers,Pants,Joggers,Levis,Red,XL,Denim,2941,39,4.9,117,Travel,2024-06,"Levis Joggers made of Denim, suitable for travel wear."
Adidas Sandals,Footwear,Sandals,Adidas,Green,Free,Denim,8745,28,3.7,111,Casual,2024-03,"Adidas Sandals made of Denim, suitable for casual wear."
Puma Sneakers,Footwear,Sneakers,Puma,Red,Free,Cotton,9235,31,4.3,178,Formal,2024-04,"Puma Sneakers made of Cotton, suitable for formal wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Green,Free,Leather,6677,45,4.7,137,Formal,2024-01,"Nike Analog Watch made of Leather, suitable for formal wear."
Fossil Analog Watch,Watches,Analog Watch,Fossil,Grey,Free,Canvas,5965,14,3.6,114,Formal,2024-02,"Fossil Analog Watch made of Canvas, suitable for formal wear."
Zara Linen Shirt,Shirts,Linen Shirt,Zara,Green,L,Canvas,3153,30,3.2,89,Casual,2024-02,"Zara Linen Shirt made of Canvas, suitable for casual wear."
Zara Linen Shirt,Shirts,Linen Shirt,Zara,Black,M,Cotton,7631,37,4.1,116,Formal,2024-07,"Zara Linen Shirt made of Cotton, suitable for formal wear."
Zara Chinos,Pants,Chinos,Zara,Brown,S,Leather,7464,14,4.2,105,Sports,2024-07,"Zara Chinos made of Leather, suitable for sports wear."
Tommy Hilfiger Trousers,Pants,Trousers,Tommy Hilfiger,White,M,Polyester,2252,44,4.4,44,Formal,2024-01,"Tommy Hilfiger Trousers made of Polyester, suitable for formal wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Brown,S,Canvas,3188,43,4.9,1,Casual,2024-09,"Adidas Formal Shirt made of Canvas, suitable for casual wear."
Nike Formal Shirt,Shirts,Formal Shirt,Nike,White,L,Denim,2877,13,3.2,75,Formal,2024-11,"Nike Formal Shirt made of Denim, suitable for formal wear."
Fossil Sandals,Footwear,Sandals,Fossil,Blue,Free,Cotton,5537,7,4.2,97,Party,2024-03,"Fossil Sandals made of Cotton, suitable for party wear."
Fossil Smart Watch,Watches,Smart Watch,Fossil,White,Free,Cotton,6667,40,3.9,112,Sports,2024-02,"Fossil Smart Watch made of Cotton, suitable for sports wear."
Tommy Hilfiger Digital Watch,Watches,Digital Watch,Tommy Hilfiger,Grey,Free,Cotton,5607,35,4.8,193,Casual,2024-03,"Tommy Hilfiger Digital Watch made of Cotton, suitable for casual wear."
Nike Jeans,Pants,Jeans,Nike,Brown,XL,Cotton,4217,30,4.2,91,Sports,2024-11,"Nike Jeans made of Cotton, suitable for sports wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Black,Free,Cotton,7246,36,3.9,172,Formal,2024-01,"Adidas Smart Watch made of Cotton, suitable for formal wear."
Fossil Sandals,Footwear,Sandals,Fossil,Green,Free,Polyester,4189,21,4.7,157,Party,2024-03,"Fossil Sandals made of Polyester, suitable for party wear."
Zara Denim Shirt,Shirts,Denim Shirt,Zara,Grey,L,Cotton,1127,21,3.6,62,Travel,2024-10,"Zara Denim Shirt made of Cotton, suitable for travel wear."
Levis Duffel Bag,Bags,Duffel Bag,Levis,Black,Free,Canvas,8052,14,3.4,172,Casual,2024-03,"Levis Duffel Bag made of Canvas, suitable for casual wear."
H&M Laptop Bag,Bags,Laptop Bag,H&M,Black,Free,Leather,9278,35,4.0,91,Travel,2024-11,"H&M Laptop Bag made of Leather, suitable for travel wear."
Puma Joggers,Pants,Joggers,Puma,Blue,XL,Denim,4110,12,5.0,5,Party,2024-10,"Puma Joggers made of Denim, suitable for party wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Brown,Free,Denim,3500,28,4.4,104,Sports,2024-09,"Nike Analog Watch made of Denim, suitable for sports wear."
Zara Sneakers,Footwear,Sneakers,Zara,Black,Free,Polyester,3163,16,4.6,102,Formal,2024-07,"Zara Sneakers made of Polyester, suitable for formal wear."
Levis Formal Shoes,Footwear,Formal Shoes,Levis,Red,Free,Leather,4306,48,4.2,61,Sports,2024-02,"Levis Formal Shoes made of Leather, suitable for sports wear."
H&M Trousers,Pants,Trousers,H&M,White,L,Denim,7462,10,3.4,23,Formal,2024-03,"H&M Trousers made of Denim, suitable for formal wear."
H&M Analog Watch,Watches,Analog Watch,H&M,Black,Free,Canvas,4363,43,4.5,61,Party,2024-01,"H&M Analog Watch made of Canvas, suitable for party wear."
Puma Jeans,Pants,Jeans,Puma,Black,S,Polyester,9994,39,4.8,162,Travel,2024-03,"Puma Jeans made of Polyester, suitable for travel wear."
Puma Running Shoes,Footwear,Running Shoes,Puma,Green,Free,Cotton,6950,11,3.7,111,Travel,2024-11,"Puma Running Shoes made of Cotton, suitable for travel wear."
Levis Chinos,Pants,Chinos,Levis,Blue,M,Canvas,7518,28,4.4,17,Sports,2024-03,"Levis Chinos made of Canvas, suitable for sports wear."
Zara Backpack,Bags,Backpack,Zara,White,Free,Denim,9569,30,3.8,131,Sports,2024-07,"Zara Backpack made of Denim, suitable for sports wear."
Puma Joggers,Pants,Joggers,Puma,Red,M,Denim,6000,6,3.9,157,Travel,2024-12,"Puma Joggers made of Denim, suitable for travel wear."
Adidas Smart Watch,Watches,Smart Watch,Adidas,Grey,Free,Cotton,7094,36,3.3,7,Casual,2024-01,"Adidas Smart Watch made of Cotton, suitable for casual wear."
Tommy Hilfiger Chinos,Pants,Chinos,Tommy Hilfiger,Grey,S,Denim,4916,15,3.4,138,Formal,2024-10,"Tommy Hilfiger Chinos made of Denim, suitable for formal wear."
Adidas Trousers,Pants,Trousers,Adidas,White,S,Polyester,9130,5,4.9,168,Party,2024-06,"Adidas Trousers made of Polyester, suitable for party wear."
Zara Analog Watch,Watches,Analog Watch,Zara,Green,Free,Polyester,9329,15,4.3,3,Travel,2024-10,"Zara Analog Watch made of Polyester, suitable for travel wear."
Levis Casual Shirt,Shirts,Casual Shirt,Levis,Brown,XL,Denim,5182,39,5.0,128,Travel,2024-06,"Levis Casual Shirt made of Denim, suitable for travel wear."
Adidas Formal Shirt,Shirts,Formal Shirt,Adidas,Black,S,Cotton,7981,49,3.6,188,Casual,2024-11,"Adidas Formal Shirt made of Cotton, suitable for casual wear."
Tommy Hilfiger Digital Watch,Watches,Digital Watch,Tommy Hilfiger,Blue,Free,Polyester,1169,34,4.6,195,Casual,2024-01,"Tommy Hilfiger Digital Watch made of Polyester, suitable for casual wear."
Nike Sling Bag,Bags,Sling Bag,Nike,Red,Free,Canvas,9569,7,3.2,92,Travel,2024-10,"Nike Sling Bag made of Canvas, suitable for travel wear."
Adidas Jeans,Pants,Jeans,Adidas,Green,M,Polyester,3219,40,4.8,60,Party,2024-02,"Adidas Jeans made of Polyester, suitable for party wear."
Levis Jeans,Pants,Jeans,Levis,White,S,Polyester,7584,32,3.9,4,Formal,2024-11,"Levis Jeans made of Polyester, suitable for formal wear."
Zara Analog Watch,Watches,Analog Watch,Zara,Black,Free,Leather,9421,19,3.1,114,Formal,2024-10,"Zara Analog Watch made of Leather, suitable for formal wear."
Tommy Hilfiger Sneakers,Footwear,Sneakers,Tommy Hilfiger,Blue,Free,Denim,6878,36,4.5,199,Casual,2024-08,"Tommy Hilfiger Sneakers made of Denim, suitable for casual wear."
Levis Analog Watch,Watches,Analog Watch,Levis,Grey,Free,Canvas,6901,25,4.6,169,Party,2024-12,"Levis Analog Watch made of Canvas, suitable for party wear."
Zara Laptop Bag,Bags,Laptop Bag,Zara,White,Free,Canvas,6777,34,3.9,1,Sports,2024-09,"Zara Laptop Bag made of Canvas, suitable for sports wear."
Levis Digital Watch,Watches,Digital Watch,Levis,Grey,Free,Denim,8487,31,4.7,13,Sports,2024-07,"Levis Digital Watch made of Denim, suitable for sports wear."
Nike Formal Shoes,Footwear,Formal Shoes,Nike,Red,Free,Leather,4080,42,4.9,179,Formal,2024-06,"Nike Formal Shoes made of Leather, suitable for formal wear."
Adidas Laptop Bag,Bags,Laptop Bag,Adidas,Brown,Free,Cotton,1823,33,3.3,140,Sports,2024-04,"Adidas Laptop Bag made of Cotton, suitable for sports wear."
H&M Joggers,Pants,Joggers,H&M,Black,XL,Canvas,6928,10,3.5,8,Casual,2024-03,"H&M Joggers made of Canvas, suitable for casual wear."
Zara Trousers,Pants,Trousers,Zara,Brown,M,Leather,6145,29,3.6,193,Formal,2024-06,"Zara Trousers made of Leather, suitable for formal wear."
Levis Formal Shirt,Shirts,Formal Shirt,Levis,Black,M,Polyester,1998,19,4.9,82,Casual,2024-01,"Levis Formal Shirt made of Polyester, suitable for casual wear."
H&M Linen Shirt,Shirts,Linen Shirt,H&M,Black,L,Cotton,927,30,3.8,166,Casual,2024-12,"H&M Linen Shirt made of Cotton, suitable for casual wear."
Zara Trousers,Pants,Trousers,Zara,Red,S,Leather,4744,6,3.5,75,Travel,2024-05,"Zara Trousers made of Leather, suitable for travel wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,Grey,L,Denim,5035,50,4.4,61,Sports,2024-11,"Tommy Hilfiger Joggers made of Denim, suitable for sports wear."
H&M Denim Shirt,Shirts,Denim Shirt,H&M,Green,XL,Cotton,2329,12,3.5,108,Formal,2024-04,"H&M Denim Shirt made of Cotton, suitable for formal wear."
Levis Chinos,Pants,Chinos,Levis,Grey,XL,Canvas,8407,37,3.6,46,Travel,2024-01,"Levis Chinos made of Canvas, suitable for travel wear."
Puma Sandals,Footwear,Sandals,Puma,Black,Free,Canvas,3115,35,4.8,12,Party,2024-07,"Puma Sandals made of Canvas, suitable for party wear."
Puma Denim Shirt,Shirts,Denim Shirt,Puma,Black,L,Leather,1831,21,4.0,172,Sports,2024-12,"Puma Denim Shirt made of Leather, suitable for sports wear."
Puma Backpack,Bags,Backpack,Puma,Grey,Free,Polyester,9646,32,3.2,189,Casual,2024-01,"Puma Backpack made of Polyester, suitable for casual wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Black,Free,Canvas,9094,37,4.7,123,Casual,2024-07,"Fossil Digital Watch made of Canvas, suitable for casual wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Blue,Free,Denim,4736,49,4.9,163,Sports,2024-07,"H&M Smart Watch made of Denim, suitable for sports wear."
H&M Formal Shirt,Shirts,Formal Shirt,H&M,White,XL,Leather,8032,18,3.2,53,Travel,2024-11,"H&M Formal Shirt made of Leather, suitable for travel wear."
Adidas Digital Watch,Watches,Digital Watch,Adidas,Green,Free,Denim,9208,21,3.1,104,Party,2024-01,"Adidas Digital Watch made of Denim, suitable for party wear."
H&M Sneakers,Footwear,Sneakers,H&M,Red,Free,Leather,7390,50,3.1,46,Party,2024-04,"H&M Sneakers made of Leather, suitable for party wear."
Fossil Duffel Bag,Bags,Duffel Bag,Fossil,White,Free,Cotton,4073,47,3.5,177,Sports,2024-11,"Fossil Duffel Bag made of Cotton, suitable for sports wear."
Fossil Analog Watch,Watches,Analog Watch,Fossil,Black,Free,Polyester,5241,17,4.3,172,Formal,2024-03,"Fossil Analog Watch made of Polyester, suitable for formal wear."
Nike Linen Shirt,Shirts,Linen Shirt,Nike,Green,S,Leather,2842,33,3.4,97,Party,2024-12,"Nike Linen Shirt made of Leather, suitable for party wear."
Puma Jeans,Pants,Jeans,Puma,Black,XL,Denim,806,20,4.8,73,Casual,2024-04,"Puma Jeans made of Denim, suitable for casual wear."
Fossil Sneakers,Footwear,Sneakers,Fossil,Green,Free,Denim,3428,40,4.9,159,Formal,2024-03,"Fossil Sneakers made of Denim, suitable for formal wear."
Fossil Analog Watch,Watches,Analog Watch,Fossil,White,Free,Denim,8667,37,4.2,115,Casual,2024-10,"Fossil Analog Watch made of Denim, suitable for casual wear."
H&M Digital Watch,Watches,Digital Watch,H&M,Black,Free,Denim,5127,34,3.5,0,Casual,2024-01,"H&M Digital Watch made of Denim, suitable for casual wear."
Levis Denim Shirt,Shirts,Denim Shirt,Levis,White,L,Polyester,7715,39,3.1,125,Casual,2024-04,"Levis Denim Shirt made of Polyester, suitable for casual wear."
Puma Sling Bag,Bags,Sling Bag,Puma,Red,Free,Denim,2963,33,4.5,142,Sports,2024-06,"Puma Sling Bag made of Denim, suitable for sports wear."
H&M Jeans,Pants,Jeans,H&M,Green,XL,Cotton,6575,43,3.2,168,Travel,2024-03,"H&M Jeans made of Cotton, suitable for travel wear."
Levis Smart Watch,Watches,Smart Watch,Levis,Green,Free,Cotton,1064,48,4.3,36,Travel,2024-02,"Levis Smart Watch made of Cotton, suitable for travel wear."
Levis Backpack,Bags,Backpack,Levis,Green,Free,Cotton,5617,16,4.8,13,Casual,2024-12,"Levis Backpack made of Cotton, suitable for casual wear."
Zara Sneakers,Footwear,Sneakers,Zara,Blue,Free,Denim,5332,15,4.1,75,Travel,2024-07,"Zara Sneakers made of Denim, suitable for travel wear."
Adidas Casual Shirt,Shirts,Casual Shirt,Adidas,Black,XL,Polyester,9306,21,4.2,19,Formal,2024-03,"Adidas Casual Shirt made of Polyester, suitable for formal wear."
H&M Analog Watch,Watches,Analog Watch,H&M,Brown,Free,Canvas,7333,48,4.6,69,Party,2024-03,"H&M Analog Watch made of Canvas, suitable for party wear."
Zara Denim Shirt,Shirts,Denim Shirt,Zara,Brown,L,Cotton,5845,13,4.5,141,Sports,2024-02,"Zara Denim Shirt made of Cotton, suitable for sports wear."
Fossil Backpack,Bags,Backpack,Fossil,Grey,Free,Denim,1762,15,4.2,9,Casual,2024-06,"Fossil Backpack made of Denim, suitable for casual wear."
Nike Analog Watch,Watches,Analog Watch,Nike,Green,Free,Canvas,5432,29,4.8,89,Formal,2024-07,"Nike Analog Watch made of Canvas, suitable for formal wear."
Puma Sling Bag,Bags,Sling Bag,Puma,Green,Free,Denim,2780,31,4.5,127,Sports,2024-11,"Puma Sling Bag made of Denim, suitable for sports wear."
Adidas Formal Shoes,Footwear,Formal Shoes,Adidas,Blue,Free,Canvas,1402,49,3.5,14,Formal,2024-12,"Adidas Formal Shoes made of Canvas, suitable for formal wear."
Levis Jeans,Pants,Jeans,Levis,White,XL,Canvas,6476,15,4.4,196,Travel,2024-04,"Levis Jeans made of Canvas, suitable for travel wear."
Levis Jeans,Pants,Jeans,Levis,Green,S,Denim,1814,11,4.0,128,Party,2024-02,"Levis Jeans made of Denim, suitable for party wear."
Nike Chinos,Pants,Chinos,Nike,Grey,L,Cotton,6391,21,4.5,194,Formal,2024-04,"Nike Chinos made of Cotton, suitable for formal wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,Red,XL,Denim,1421,33,4.5,61,Travel,2024-05,"Tommy Hilfiger Joggers made of Denim, suitable for travel wear."
Nike Joggers,Pants,Joggers,Nike,White,S,Polyester,8450,46,4.7,195,Formal,2024-08,"Nike Joggers made of Polyester, suitable for formal wear."
Puma Analog Watch,Watches,Analog Watch,Puma,Red,Free,Polyester,6148,39,4.3,176,Travel,2024-06,"Puma Analog Watch made of Polyester, suitable for travel wear."
Puma Casual Shirt,Shirts,Casual Shirt,Puma,Grey,M,Leather,6576,29,4.8,87,Travel,2024-05,"Puma Casual Shirt made of Leather, suitable for travel wear."
Levis Denim Shirt,Shirts,Denim Shirt,Levis,Green,S,Denim,6056,14,3.9,121,Formal,2024-03,"Levis Denim Shirt made of Denim, suitable for formal wear."
Adidas Sneakers,Footwear,Sneakers,Adidas,White,Free,Canvas,1483,30,4.8,143,Casual,2024-03,"Adidas Sneakers made of Canvas, suitable for casual wear."
Puma Casual Shirt,Shirts,Casual Shirt,Puma,Blue,M,Polyester,1231,35,4.1,198,Casual,2024-03,"Puma Casual Shirt made of Polyester, suitable for casual wear."
Fossil Formal Shoes,Footwear,Formal Shoes,Fossil,Brown,Free,Denim,2015,11,4.6,84,Formal,2024-03,"Fossil Formal Shoes made of Denim, suitable for formal wear."
Fossil Backpack,Bags,Backpack,Fossil,Blue,Free,Polyester,1173,13,4.2,69,Casual,2024-12,"Fossil Backpack made of Polyester, suitable for casual wear."
H&M Denim Shirt,Shirts,Denim Shirt,H&M,White,L,Polyester,6207,47,4.6,58,Casual,2024-03,"H&M Denim Shirt made of Polyester, suitable for casual wear."
H&M Trousers,Pants,Trousers,H&M,Green,M,Leather,3138,33,4.0,120,Party,2024-01,"H&M Trousers made of Leather, suitable for party wear."
H&M Duffel Bag,Bags,Duffel Bag,H&M,White,Free,Polyester,6446,10,4.9,185,Sports,2024-08,"H&M Duffel Bag made of Polyester, suitable for sports wear."
Adidas Formal Shoes,Footwear,Formal Shoes,Adidas,White,Free,Polyester,6327,18,4.5,113,Travel,2024-05,"Adidas Formal Shoes made of Polyester, suitable for travel wear."
Fossil Running Shoes,Footwear,Running Shoes,Fossil,Brown,Free,Denim,7176,43,3.2,129,Sports,2024-04,"Fossil Running Shoes made of Denim, suitable for sports wear."
Tommy Hilfiger Joggers,Pants,Joggers,Tommy Hilfiger,Green,M,Canvas,4328,36,3.4,12,Sports,2024-01,"Tommy Hilfiger Joggers made of Canvas, suitable for sports wear."
Puma Sandals,Footwear,Sandals,Puma,Green,Free,Canvas,5825,43,4.0,94,Casual,2024-01,"Puma Sandals made of Canvas, suitable for casual wear."
Fossil Smart Watch,Watches,Smart Watch,Fossil,Red,Free,Leather,5883,44,4.6,155,Formal,2024-10,"Fossil Smart Watch made of Leather, suitable for formal wear."
Zara Smart Watch,Watches,Smart Watch,Zara,Brown,Free,Cotton,6153,30,3.7,188,Casual,2024-02,"Zara Smart Watch made of Cotton, suitable for casual wear."
Tommy Hilfiger Jeans,Pants,Jeans,Tommy Hilfiger,Grey,M,Leather,9996,40,3.7,16,Casual,2024-08,"Tommy Hilfiger Jeans made of Leather, suitable for casual wear."
Puma Linen Shirt,Shirts,Linen Shirt,Puma,Red,S,Polyester,6773,16,3.2,190,Sports,2024-06,"Puma Linen Shirt made of Polyester, suitable for sports wear."
Fossil Analog Watch,Watches,Analog Watch,Fossil,Brown,Free,Polyester,1658,50,4.2,30,Travel,2024-03,"Fossil Analog Watch made of Polyester, suitable for travel wear."
Fossil Digital Watch,Watches,Digital Watch,Fossil,Blue,Free,Denim,3482,21,3.8,104,Travel,2024-06,"Fossil Digital Watch made of Denim, suitable for travel wear."
Fossil Sling Bag,Bags,Sling Bag,Fossil,Green,Free,Canvas,597,6,3.8,45,Casual,2024-03,"Fossil Sling Bag made of Canvas, suitable for casual wear."
Levis Formal Shoes,Footwear,Formal Shoes,Levis,Green,Free,Denim,7019,8,3.6,97,Formal,2024-04,"Levis Formal Shoes made of Denim, suitable for formal wear."
H&M Formal Shoes,Footwear,Formal Shoes,H&M,Grey,Free,Cotton,1740,33,4.8,106,Sports,2024-07,"H&M Formal Shoes made of Cotton, suitable for sports wear."
Puma Running Shoes,Footwear,Running Shoes,Puma,Brown,Free,Leather,2198,27,3.6,7,Travel,2024-06,"Puma Running Shoes made of Leather, suitable for travel wear."
Puma Chinos,Pants,Chinos,Puma,White,M,Polyester,1101,13,4.9,44,Party,2024-12,"Puma Chinos made of Polyester, suitable for party wear."
Nike Joggers,Pants,Joggers,Nike,Blue,L,Leather,9464,5,4.7,169,Travel,2024-01,"Nike Joggers made of Leather, suitable for travel wear."
Nike Laptop Bag,Bags,Laptop Bag,Nike,Brown,Free,Cotton,9236,43,3.5,17,Casual,2024-05,"Nike Laptop Bag made of Cotton, suitable for casual wear."
Zara Denim Shirt,Shirts,Denim Shirt,Zara,Green,S,Denim,3221,50,4.9,188,Formal,2024-11,"Zara Denim Shirt made of Denim, suitable for formal wear."
Puma Formal Shirt,Shirts,Formal Shirt,Puma,Red,M,Leather,5942,38,4.7,11,Casual,2024-11,"Puma Formal Shirt made of Leather, suitable for casual wear."
Levis Formal Shoes,Footwear,Formal Shoes,Levis,Black,Free,Polyester,1070,41,3.0,165,Travel,2024-08,"Levis Formal Shoes made of Polyester, suitable for travel wear."
Adidas Analog Watch,Watches,Analog Watch,Adidas,Black,Free,Polyester,9800,7,3.8,107,Casual,2024-01,"Adidas Analog Watch made of Polyester, suitable for casual wear."
Nike Running Shoes,Footwear,Running Shoes,Nike,Green,Free,Polyester,6037,32,4.6,105,Casual,2024-09,"Nike Running Shoes made of Polyester, suitable for casual wear."
Puma Duffel Bag,Bags,Duffel Bag,Puma,Black,Free,Leather,5920,14,3.5,111,Formal,2024-03,"Puma Duffel Bag made of Leather, suitable for formal wear."
Fossil Chinos,Pants,Chinos,Fossil,Red,XL,Denim,7907,16,4.2,72,Sports,2024-09,"Fossil Chinos made of Denim, suitable for sports wear."
Zara Laptop Bag,Bags,Laptop Bag,Zara,Grey,Free,Canvas,6950,20,4.7,151,Formal,2024-09,"Zara Laptop Bag made of Canvas, suitable for formal wear."
Levis Analog Watch,Watches,Analog Watch,Levis,Grey,Free,Leather,4639,36,4.5,83,Travel,2024-03,"Levis Analog Watch made of Leather, suitable for travel wear."
H&M Digital Watch,Watches,Digital Watch,H&M,Grey,Free,Polyester,6220,33,3.2,7,Formal,2024-07,"H&M Digital Watch made of Polyester, suitable for formal wear."
H&M Jeans,Pants,Jeans,H&M,White,L,Polyester,1639,36,4.2,47,Party,2024-07,"H&M Jeans made of Polyester, suitable for party wear."
H&M Sandals,Footwear,Sandals,H&M,Brown,Free,Polyester,5614,38,4.4,144,Party,2024-05,"H&M Sandals made of Polyester, suitable for party wear."
Fossil Smart Watch,Watches,Smart Watch,Fossil,Brown,Free,Polyester,2183,43,4.1,58,Travel,2024-08,"Fossil Smart Watch made of Polyester, suitable for travel wear."
H&M Smart Watch,Watches,Smart Watch,H&M,Brown,Free,Cotton,4143,18,3.2,66,Travel,2024-02,"H&M Smart Watch made of Cotton, suitable for travel wear."
